ID,YEAR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,SAMPLE_RACE,SAMPLE_SEX,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
9709,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,3,80200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,18,1,28,Yes,ADULT ONLY,17000,17000,Yes,Bachelor of Arts Degree (BA),Yes,No,-4,501,-4,203,-4,2500,2,118000,3: OUT OF LABOR FORCE,
9710,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,22500,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,Yes,ADULT ONLY,22000,22000,No,High school diploma (or equivalent),No,No,-4,501,-4,501,-4,-5,2,6700,1: EMPLOYED,
9711,1990,61,IN THE US,BLACK,FEMALE,2001,Yes,2,24110,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,1,1: URBAN,4,0,39,Yes,ADULT ONLY,3000,7000,Yes,Associate/Junior College (AA),No,Yes,60,1201,-4,1201,-4,1600,2,5343,1: EMPLOYED,
9712,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,86000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,3,0,No children yet,No,NEVER,36000,43119,No,High school diploma (or equivalent),No,No,-4,205,-4,205,-4,-5,2,20343,1: EMPLOYED,
9713,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,3,56400,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,8,1,29,No,NEVER,18000,39294,No,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,-4,827,-4,1914,-4,-5,2,283000,1: EMPLOYED,
9714,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,42550,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,1,0,No children yet,Yes,ADULT ONLY,29500,29500,Yes,Bachelor of Science (BS),No,No,-4,1203,-4,1203,-4,-5,2,500,1: EMPLOYED,
9715,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,68500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,13,0,No children yet,No,NEVER,28500,28500,No,Bachelor of Science (BS),No,No,-4,1203,-4,1203,-4,-5,2,1000,1: EMPLOYED,
9716,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,50600,0: NOT IN POVERTY,3: SOUTH,6: 6  WIDOWED,0,1: URBAN,2,0,No children yet,No,NEVER,41000,41000,No,Bachelor of Science (BS),No,No,-4,502,-4,502,-4,-5,2,156000,1: EMPLOYED,
9717,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,29000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,17,0,No children yet,Yes,ADULT ONLY,29000,29000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,602,-4,602,-4,27000,2,-7550,1: EMPLOYED,
9718,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,61500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,6,0,No children yet,Yes,ADULT ONLY,50000,62836,No,Bachelor of Science (BS),No,No,-4,909,-4,909,-4,-5,2,63500,1: EMPLOYED,
9719,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,No,1,5000,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,17,1: URBAN,13,0,26,Yes,ADULT ONLY,5000,10000,No,High school diploma (or equivalent),No,Yes,-4,1501,-4,0,-4,-5,2,2500,1: EMPLOYED,
9722,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1989,Yes,3,146942,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,13,1,30,Yes,ADULT ONLY,0,10500,No,Bachelor of Science (BS),No,No,32,101,-4,101,-4,-5,0,23000,1: EMPLOYED,
9723,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,37100,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,13,0,No children yet,No,NEVER,37000,37000,Yes,"Professional Degree (MD, LLD, DDS)",No,No,24,906,-4,906,-4,3000,2,7600,1: EMPLOYED,
9724,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,146942,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,10,0,No children yet,No,NEVER,74283,74283,No,"Professional Degree (MD, LLD, DDS)",Yes,No,-4,906,-4,906,-4,5000,1,841832,1: EMPLOYED,
9725,1990,59,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,30000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,8,0,No children yet,Yes,ADULT ONLY,30000,30000,No,High school diploma (or equivalent),No,Yes,-4,1914,-4,1914,-4,-5,2,-5600,1: EMPLOYED,
9726,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,2,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,16,0,No children yet,Yes,ADULT ONLY,8000,28975,No,Bachelor of Arts Degree (BA),No,Yes,92,2207,-4,2207,-4,-5,2,2500,1: EMPLOYED,
9728,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,31500,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,0: RURAL,3,0,No children yet,Yes,ADULT ONLY,30000,30000,Yes,Bachelor of Arts Degree (BA),No,No,-4,1007,-4,1007,-4,2500,2,32000,1: EMPLOYED,
9730,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1977,Yes,4,0,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,1,0: RURAL,7,3,18,Yes,ADULT ONLY,0,10341,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,0,500,1: EMPLOYED,
9731,1990,62,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,1989,No,3,-2,-3,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,3,1,27,Yes,BOTH CHILD AND ADULT,0,3000,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-5,0,0,3: OUT OF LABOR FORCE,
9732,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,1,8200,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,6,0,No children yet,Yes,BOTH CHILD AND ADULT,8200,9000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-5,2,200,1: EMPLOYED,
9733,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,3,45000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,5,1,24,No,NEVER,10000,15500,No,High school diploma (or equivalent),No,No,-4,823,-4,823,-4,-5,2,16600,1: EMPLOYED,
9734,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,2,21080,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,11,0,24,Yes,ADULT ONLY,15000,19000,Yes,High school diploma (or equivalent),Yes,No,44,502,-4,502,-4,2500,2,4500,1: EMPLOYED,
9735,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,4,54200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,2,26,Yes,ADULT ONLY,47000,47000,Yes,Other (SPECIFY),No,No,-4,502,-4,502,-4,3600,2,91100,1: EMPLOYED,
9736,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1977,No,5,75000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,2,3,19,Yes,ADULT ONLY,0,4600,Yes,High school diploma (or equivalent),No,Yes,-4,501,-4,501,-4,3000,0,64000,3: OUT OF LABOR FORCE,
9737,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1982,Yes,5,31200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,3,25,Yes,ADULT ONLY,30000,30000,No,Bachelor of Science (BS),No,Yes,-4,602,-4,602,-4,-5,2,16000,1: EMPLOYED,
9738,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,3,22800,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,4,1,31,Yes,ADULT ONLY,22800,22800,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,502,-4,502,-4,-5,2,25300,1: EMPLOYED,
9739,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,4,84525,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,2,2,27,Yes,ADULT ONLY,0,6261,No,Bachelor of Science (BS),Yes,No,-4,900,-4,900,-4,-5,0,113800,4: IN ACTIVE FORCES,
9740,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,No,1,-2,-3,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,10,0,25,Yes,ADULT ONLY,2100,4000,-4,High school diploma (or equivalent),Yes,Yes,110,-4,-4,-4,-4,-5,3,-4500,1: EMPLOYED,
9741,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,8,0,No children yet,Yes,ADULT ONLY,0,3725,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,-4,604,-4,604,-4,8000,0,23000,3: OUT OF LABOR FORCE,
9742,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,22600,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,20,0,No children yet,Yes,ADULT ONLY,10000,30000,No,Bachelor of Arts Degree (BA),No,Yes,60,2005,-4,2005,-4,3700,3,33500,1: EMPLOYED,
9743,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,11000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,10,0,No children yet,Yes,ADULT ONLY,11000,11000,No,Bachelor of Science (BS),No,Yes,-4,428,-4,428,-4,-5,1,5520,1: EMPLOYED,
9744,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,80150,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,7,0,No children yet,No,NEVER,40000,40000,No,Bachelor of Arts Degree (BA),No,No,-4,603,-4,603,-4,-5,2,34500,1: EMPLOYED,
9745,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1979,Yes,1,28000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,8,0,21,Yes,ADULT ONLY,26000,26000,No,Bachelor of Science (BS),Yes,No,60,1209,-4,1209,-4,2000,2,4500,1: EMPLOYED,
9746,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,70686,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,8,0,No children yet,No,NEVER,0,8100,Yes,Bachelor of Science (BS),No,No,-4,906,-4,906,-4,-5,0,52000,4: IN ACTIVE FORCES,
9747,1990,57,IN THE US,BLACK,MALE,1984,Yes,4,40600,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,2,27,Yes,ADULT ONLY,37000,71000,Yes,Bachelor of Arts Degree (BA),No,Yes,-4,506,-4,506,-4,1100,2,4000,2: UNEMPLOYED,
9748,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,No,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,2,27,No,NEVER,0,19800,No,Other (SPECIFY),No,No,-4,506,-4,502,-4,-5,0,-1000,3: OUT OF LABOR FORCE,
9749,1990,57,IN THE US,BLACK,FEMALE,No children yet,Yes,1,30000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,5,0,No children yet,No,NEVER,30000,115000,Yes,"Master's Degree (MA, MBA, MS, MSW)",Yes,No,-4,-1,-4,502,-4,5000,2,1500,1: EMPLOYED,
9750,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1975,No,2,6620,1: IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,7,1,16,Yes,ADULT ONLY,3000,7200,-4,-5,Yes,Yes,40,-4,-4,-4,-4,-5,2,-1500,3: OUT OF LABOR FORCE,
9752,1990,57,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,146942,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,6,0,No children yet,No,NEVER,74283,74283,Yes,Bachelor of Science (BS),No,No,-4,910,-4,910,-4,-5,2,841832,1: EMPLOYED,
9753,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,3,45440,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,10,1,20,Yes,ADULT ONLY,9440,9440,-4,-5,Yes,No,-4,-4,-4,-4,-4,-5,2,89250,3: OUT OF LABOR FORCE,
9754,1990,60,IN THE US,HISPANIC,FEMALE,1976,Yes,5,7944,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,3,4,15,Yes,ADULT ONLY,0,1000,-4,None,No,No,-4,-4,-4,-4,-4,-4,0,0,3: OUT OF LABOR FORCE,
9755,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1977,Yes,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,16,2,18,Yes,ADULT ONLY,-2,7200,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,2,-3000,3: OUT OF LABOR FORCE,
9757,1990,61,IN THE US,BLACK,FEMALE,1996,No,4,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,3,0,34,Yes,ADULT ONLY,32000,60000,No,High school diploma (or equivalent),No,No,40,909,-4,909,-4,-4,2,12000,1: EMPLOYED,
9758,1990,63,IN THE US,BLACK,FEMALE,1980,Yes,4,61800,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,6,1,17,Yes,ADULT ONLY,16800,35000,Yes,High school diploma (or equivalent),Yes,No,-4,704,-4,704,-4,-4,2,1300,1: EMPLOYED,
9759,1990,64,IN THE US,BLACK,FEMALE,No children yet,Yes,3,14800,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,11,1: URBAN,13,0,No children yet,Yes,BOTH CHILD AND ADULT,9800,36000,Yes,High school diploma (or equivalent),No,No,-4,506,-4,701,-4,8000,2,27100,1: EMPLOYED,
9760,1990,61,IN THE US,BLACK,MALE,1986,No,4,34000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,14,2,24,Yes,ADULT ONLY,17000,65000,-4,High school diploma (or equivalent),No,No,90,-4,-4,-4,-4,-4,2,-2610,1: EMPLOYED,
9761,1990,63,IN THE US,BLACK,MALE,1982,Yes,5,41800,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,7,3,18,No,NEVER,27800,95000,No,High school diploma (or equivalent),No,No,40,506,-4,506,-4,-4,3,25000,1: EMPLOYED,
9762,1990,64,IN THE US,HISPANIC,MALE,1983,Yes,3,47000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,3,1: URBAN,6,1,18,No,NEVER,23000,46000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,3,17300,1: EMPLOYED,
9764,1990,58,IN THE US,BLACK,MALE,No children yet,Yes,3,54000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,0,No children yet,Yes,ADULT ONLY,24000,30000,No,High school diploma (or equivalent),No,No,-4,835,-4,835,-4,-4,2,-37000,1: EMPLOYED,
9765,1990,59,IN THE US,BLACK,FEMALE,1981,Yes,5,-2,-3,3: SOUTH,1: 1  MARRIED,18,1: URBAN,4,2,21,Yes,ADULT ONLY,0,13500,-4,High school diploma (or equivalent),No,Yes,-4,1501,-4,1501,-4,-5,0,8667,2: UNEMPLOYED,
9766,1990,61,IN THE US,BLACK,FEMALE,1989,Yes,2,-1,-3,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,4,1,28,No,NEVER,-1,52000,No,Associate/Junior College (AA),Yes,No,-4,423,-4,423,-4,-4,2,15263,1: EMPLOYED,
9767,1990,60,IN THE US,BLACK,MALE,1977,Yes,3,37000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,10,0,16,Yes,ADULT ONLY,0,12000,No,None,No,Yes,-4,9996,-4,9996,-4,-4,0,1300,3: OUT OF LABOR FORCE,
9768,1990,57,IN THE US,BLACK,FEMALE,1977,Yes,6,-1,-3,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,3,19,,,-1,9000,No,High school diploma (or equivalent),No,Yes,-4,9995,-4,9995,-4,-4,2,3750,1: EMPLOYED,
9769,1990,62,IN THE US,BLACK,MALE,1979,Yes,3,80000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,13,1,17,Yes,ADULT ONLY,74283,100948,-4,High school diploma (or equivalent),No,Yes,60,-4,-4,-4,-4,-5,3,841832,1: EMPLOYED,
9770,1990,63,IN THE US,HISPANIC,MALE,1984,No,5,36000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,20,1,20,Yes,CHILD ONLY,7000,48000,-4,None,No,Yes,60,-4,-4,-4,-4,-4,3,29900,1: EMPLOYED,
9771,1990,62,IN OTHER COUNTRY,HISPANIC,MALE,1980,Yes,4,30000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,8,2,17,Yes,ADULT ONLY,23000,38000,-4,High school diploma (or equivalent),Yes,No,40,-4,-4,-4,-4,-5,4,4200,1: EMPLOYED,
9772,1990,62,IN OTHER COUNTRY,HISPANIC,FEMALE,1981,Yes,5,23200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,3,18,No,NEVER,5200,35000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,1,32800,3: OUT OF LABOR FORCE,
9773,1990,64,IN THE US,HISPANIC,MALE,1990,Yes,3,27000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,7,1,26,Yes,ADULT ONLY,17000,58000,-4,Bachelor of Arts Degree (BA),No,Yes,45,-4,-4,2209,-4,-5,2,10400,1: EMPLOYED,
9774,1990,60,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,3,-2,-3,3: SOUTH,1: 1  MARRIED,0,1: URBAN,11,1,21,No,NEVER,3000,6600,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-5,2,29000,1: EMPLOYED,
9775,1990,62,IN THE US,HISPANIC,MALE,-2,Yes,1,-3,-3,3: SOUTH,2: 2  SEPARATED,4,1: URBAN,16,0,No children yet,Yes,ADULT ONLY,15600,35000,-4,None,No,No,40,-4,-4,-4,-4,-4,3,1300,3: OUT OF LABOR FORCE,
9776,1990,59,IN THE US,HISPANIC,MALE,1976,Yes,5,32500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,6,3,16,No,NEVER,32500,73000,-4,None,No,No,-4,-4,-4,-4,-4,-4,2,14300,1: EMPLOYED,
9777,1990,60,IN THE US,HISPANIC,MALE,No children yet,Yes,1,18500,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,6,0,No children yet,Yes,ADULT ONLY,18500,75500,No,High school diploma (or equivalent),No,Yes,-4,502,-4,906,-4,-4,2,-6000,1: EMPLOYED,
9778,1990,60,IN THE US,HISPANIC,FEMALE,1980,Yes,5,57700,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,3,20,No,NEVER,20000,50000,-4,High school diploma (or equivalent),No,No,20,-4,-4,-4,-4,-4,2,18100,1: EMPLOYED,
9779,1990,61,IN THE US,HISPANIC,MALE,1989,Yes,3,32250,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,1,27,No,NEVER,20000,61000,-4,None,No,No,-4,-4,-4,-4,-4,-4,2,2200,1: EMPLOYED,
9780,1990,57,IN THE US,HISPANIC,MALE,1978,Yes,4,33200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,3,2,21,Yes,ADULT ONLY,16000,28975,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,2,-3200,1: EMPLOYED,
9781,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,8,0,No children yet,Yes,ADULT ONLY,3000,17000,-4,High school diploma (or equivalent),No,No,90,-4,-4,-4,-4,-5,4,0,1: EMPLOYED,
9782,1990,63,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,51000,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,16,0,No children yet,Yes,BOTH CHILD AND ADULT,26000,26000,-4,High school diploma (or equivalent),No,No,40,2105,-4,2105,-4,-5,3,16000,1: EMPLOYED,
9783,1990,63,IN THE US,HISPANIC,MALE,1987,Yes,2,15000,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,6,1,24,No,NEVER,15000,45760,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-5,3,6100,1: EMPLOYED,
9784,1990,64,IN THE US,HISPANIC,FEMALE,1983,Yes,5,34000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,1,1: URBAN,9,3,18,No,NEVER,2000,75000,-4,High school diploma (or equivalent),No,Yes,60,1211,-4,1211,-4,-4,4,1900,1: EMPLOYED,
9785,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,0,1: IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,0: RURAL,10,0,No children yet,Yes,BOTH CHILD AND ADULT,0,19000,-4,High school diploma (or equivalent),No,No,-4,1501,-4,4901,-4,104,0,0,3: OUT OF LABOR FORCE,
9786,1990,59,IN THE US,HISPANIC,MALE,1993,Yes,1,34000,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,3,0,33,No,NEVER,33500,100000,No,Other (SPECIFY),No,No,-4,603,-4,603,-4,32000,2,24700,1: EMPLOYED,
9787,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,6,46000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,8,4,25,Yes,ADULT ONLY,20000,57124,No,-5,No,Yes,-4,-4,-4,-4,-4,-5,2,51000,1: EMPLOYED,
9788,1990,63,IN THE US,HISPANIC,MALE,No children yet,Yes,1,10050,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,9,0,No children yet,Yes,ADULT ONLY,10000,52558,No,Associate/Junior College (AA),No,Yes,5,909,-4,909,-4,2500,2,2400,1: EMPLOYED,
9789,1990,63,IN THE US,HISPANIC,FEMALE,1985,Yes,5,-3,-3,4: WEST,1: 1  MARRIED,0,1: URBAN,12,3,21,Yes,ADULT ONLY,12000,86000,-4,Associate/Junior College (AA),No,No,-4,-4,-4,-4,-4,-4,2,20000,1: EMPLOYED,
9790,1990,64,IN THE US,HISPANIC,FEMALE,1988,Yes,3,47400,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,7,1,23,No,NEVER,12400,24000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,34000,1: EMPLOYED,
9791,1990,58,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,6,70000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,6,4,25,Yes,ADULT ONLY,0,59387,Yes,Bachelor of Arts Degree (BA),No,No,-4,601,-4,601,-4,3000,2,-169000,1: EMPLOYED,
9793,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,4,18000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,6,2,27,Yes,ADULT ONLY,18000,25000,No,Associate/Junior College (AA),No,Yes,40,9996,-4,9996,-4,-5,3,35000,1: EMPLOYED,
9794,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,4,29650,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,3,2,No children yet,Yes,ADULT ONLY,17000,18000,No,High school diploma (or equivalent),Yes,Yes,-4,910,-4,910,-4,-5,2,18100,1: EMPLOYED,
9795,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,5,-2,-3,4: WEST,1: 1  MARRIED,3,1: URBAN,7,3,18,No,NEVER,4000,4000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-5,1,-2200,2: UNEMPLOYED,
9796,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,6,28800,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,6,4,18,Yes,CHILD ONLY,0,400,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,0,-3800,3: OUT OF LABOR FORCE,
9797,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,No,5,-2,-3,4: WEST,1: 1  MARRIED,0,1: URBAN,11,2,18,No,NEVER,3900,8200,-4,High school diploma (or equivalent),No,Yes,45,702,-4,702,-4,-5,2,-9480,2: UNEMPLOYED,
9798,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,No,4,11200,1: IN POVERTY,4: WEST,2: 2  SEPARATED,0,1: URBAN,13,3,22,Yes,ADULT ONLY,7000,8000,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,2,0,2: UNEMPLOYED,
9799,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,26000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,8,0,No children yet,Yes,CHILD ONLY,6000,11000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-5,2,32500,1: EMPLOYED,
